row_id	course	dialogue_id	speaker	turn	id_target	id_ko	id_roman	id_note	ms_target	ms_ko	ms_roman	ms_note
l2_d12_t09	2	대화12	A	9	Aku ada gosip Min-jun!	Min-jun 가십!	아꾸 아다 고십 민준!	gosip = 가십	Saya ada gosip Min-jun!	민준 가십!	사야 아다 고십 민준!	gosip = 가십
l2_d12_t10	2	대화12	B	10	Wah, aku tunggu.	와, 기다려.	와, 아꾸 뚱구.		Wah, saya tunggu.	와, 기다려.	와, 사야 뚱구.	
l2_d12_t11	2	대화12	A	11	Mantap, pakai earphone.	응, 이어폰.	만땁, 빠까이 이어폰.	earphone = 영어	Best, pakai earphone.	응, 이어폰.	베스, 빠까이 이어폰.	earphone = 영어
l2_d12_t12	2	대화12	B	12	Pasti, kamar tenang.	꼭, 방 차분.	빠스띠, 까마르 뜨낭.		Mestilah, bilik tenang.	꼭, 방.	메스띨라, 빌릭 뜨낭.	bilik = 방 (말레이)
l2_d12_t13	2	대화12	A	13	Sampai jam 9.	9시.	삼빠이 잠 슴빌란.		Sampai pukul 9.	9시.	삼빠이 뿌꿀 슴빌란.	
l2_d12_t14	2	대화12	B	14	Sayang, sampai nanti.	자기, 이따 봐.	사양, 삼빠이 난띠.	sayang = 자기 (친근)	Sayang, jumpa nanti.	자기, 이따.	사양, 줌빠 난띠.	sayang = 자기 (친근)
l1_d13_t01	1	대화13	A	1	Kamu tahu satu, dua, tiga?	하나, 둘, 셋 알아?	까무 따후 사뚜, 두아, 띠가?	satu = 1, dua = 2, tiga = 3	Awak tahu satu, dua, tiga?	하나, 둘, 셋?	아왁 따후 사뚜, 두아, 띠가?	satu = 1, dua = 2, tiga = 3
l1_d13_t02	1	대화13	B	2	Iya, terus empat, lima.	응, 그리고 4, 5.	이야, 뜨루스 음빳, 리마.	empat = 4, lima = 5	Ya, kemudian empat, lima.	응, 4, 5.	야, 끄무디안 음빳, 리마.	empat = 4, lima = 5
l1_d13_t03	1	대화13	A	3	Sebelas?	11은?	스블라스?	sebelas = 11	Sebelas?	11은?	스블라스?	sebelas = 11
l1_d13_t04	1	대화13	B	4	Sebelas, dua belas, dst.	11, 12, 등.	스블라스, 두아 블라스, 단 스뜨루스냐.	dua belas = 12, dst = dan seterusnya 등	Sebelas, dua belas, dan seterusnya.	11, 12, 등.	스블라스, 두아 블라스, 단 스뜨루스냐.	dua belas = 12, dan seterusnya = 등 (dst)
l1_d13_t05	1	대화13	A	5	Seratus?	100은?	스라뚜스?	seratus = 100	Seratus?	100은?	스라뚜스?	seratus = 100
l1_d13_t06	1	대화13	B	6	Seratus tepat. Seribu = 1000.	100 정각. 1000.	스라뚜스 뜨빳. 스리부 = 천.	seribu = 1000	Seratus tepat. Seribu = 1000.	100 정각. 1000.	스라뚜스 뜨빳. 스리부 = 천.	seribu = 1000
l1_d14_t01	1	대화14	A	1	Bulan ini bulan apa?	이번 달은?	불란 이니 불란 아빠?	bulan = 달	Bulan ini bulan apa?	이번 달?	불란 이니 불란 아빠?	bulan = 달
l1_d14_t02	1	대화14	B	2	April. Bulan keempat.	4월. 4번째.	아쁘릴. 불란 끄음빳.	keempat = ke + empat 4번째	April. Bulan keempat.	4월.	아쁘릴. 불란 끄음빳.	keempat = ke + empat 4번째
l1_d14_t03	1	대화14	A	3	Senin, Selasa, Rabu...	월, 화, 수...	스닌, 슬라사, 라부...	Senin = 월, Selasa = 화, Rabu = 수	Isnin, Selasa, Rabu...	월, 화, 수...	이스닌, 슬라사, 라부...	Isnin = 월 (말레이, Senin은 인니), Selasa = 화, Rabu = 수
l1_d14_t04	1	대화14	B	4	Kamis, Jumat, Sabtu, Minggu.	목, 금, 토, 일.	까미스, 주맛, 삽뚜, 밍구.	Kamis = 목, Jumat = 금	Khamis, Jumaat, Sabtu, Ahad.	목, 금, 토, 일.	카미스, 주마앗, 삽뚜, 아핫.	Khamis = 목 (말레이, Kamis는 인니), Jumaat = 금 (말레이, Jumat은 인니), Ahad = 일 (말레이, Minggu는 인니)
l1_d14_t05	1	대화14	A	5	Hari ini?	오늘은?	하리 이니?		Hari ini?	오늘?	하리 이니?	
l1_d14_t06	1	대화14	B	6	Hari Sabtu.	토요일.	하리 삽뚜.		Hari Sabtu.	토요일.	하리 삽뚜.	
l1_d15_t01	1	대화15	A	1	Nomor darurat Indonesia?	인니 응급 번호?	노모르 다루랏 인도네시아?	darurat = 응급	Nombor kecemasan Malaysia?	말레이 응급 번호?	놈보르 끄쯔마산 말레이시아?	kecemasan = 응급 (말레이, darurat는 양쪽)
l1_d15_t02	1	대화15	B	2	112 untuk semua.	112 모두.	스라뚜스 두아 블라스 운뚝 스무아.		999 untuk semua.	999 모두.	슴빌란 라뚜스 슴빌란 뿔루 슴빌란 운뚝 스무아.	999 = 말레이 통합 응급 (인니는 112)
l1_d15_t03	1	대화15	A	3	Polisi?	경찰?	뽈리시?	polisi = 경찰	Polis?	경찰?	뽈리스?	polis = 경찰 (말레이 철자, polisi는 인니)
l1_d15_t04	1	대화15	B	4	110.	110.	스라뚜스 스뿔루.		999 juga.	999.	슴빌란 라뚜스 슴빌란 뿔루 슴빌란 주가.	
l1_d15_t05	1	대화15	A	5	Ambulans?	구급차?	암불란스?		Ambulans?	구급차?	암불란스?	
l1_d15_t06	1	대화15	B	6	118 atau 119.	118 또는 119.	스라뚜스 들라빤 블라스 아따우 스라뚜스 슴빌란 블라스.		999 atau 991.	999 또는 991.	슴빌란 라뚜스 슴빌란 뿔루 슴빌란 아따우 슴빌란 라뚜스 슴빌란 뿔루 사뚜.	991 = 말레이 민방위 (Civil Defence)
l1_d16_t01	1	대화16	A	1	Cuaca hari ini gimana?	오늘 날씨?	쭈아짜 하리 이니 기마나?	cuaca = 날씨	Cuaca hari ini macam mana?	오늘 날씨?	쭈아짜 하리 이니 마짬 마나?	cuaca = 날씨
l1_d16_t02	1	대화16	B	2	Panas, 32 derajat.	더워, 32도.	빠나스, 띠가 뿔루 두아 드라잣.	derajat = 도	Panas, 32 darjah.	더워, 32도.	빠나스, 띠가 뿔루 두아 다르자.	darjah = 도 (말레이 철자, derajat는 인니)
l1_d16_t03	1	대화16	A	3	Hujan?	비?	후잔?		Hujan?	비?	후잔?	
l1_d16_t04	1	대화16	B	4	Sore mungkin.	오후일지도.	소레 뭉낀.		Petang mungkin.	오후일지도.	쁘땅 뭉낀.	
l1_d16_t05	1	대화16	A	5	Bawa payung?	우산?	바와 빠융?	payung = 우산	Bawa payung?	우산?	바와 빠융?	payung = 우산
l1_d16_t06	1	대화16	B	6	Pasti, jangan lupa.	꼭, 잊지 마.	빠스띠, 장안 루빠.		Mestilah, jangan lupa.	꼭, 잊지 마.	메스띨라, 장안 루빠.	
l1_d17_t01	1	대화17	A	1	Bapak = ayah, Ibu = mama.	Bapak = 아빠, Ibu = 엄마.	바빡 = 아야, 이부 = 마마.	Bapak/Ibu 정중, ayah/mama 친근	Bapa = ayah, Mak = emak.	Bapa = 아빠, Mak = 엄마.	바빠 = 아야, 막 = 으막.	Bapa/Mak 친근, ayah/emak 표준
l1_d17_t02	1	대화17	B	2	Kak = kakak, Dik = adik.	Kak = 형, Dik = 동생.	깍 = 까깍, 딕 = 아딕.	kakak = 형/언니, adik = 동생	Abang = kakak lelaki, Kakak = perempuan.	오빠/형, 누나/언니.	아방 = 까깍 를라끼, 까깍 = 쁘르음뿌안.	abang = 오빠/형, kakak = 누나/언니 (말레이)
l1_d17_t03	1	대화17	A	3	Mas, Mbak Jawa?	Mas, Mbak 자바?	마스, 음박 자와?		Adik = adik, sama dengan Indonesia.	Adik = 동생.	아딕 = 아딕, 사마 등안 인도네시아.	adik = 동생 (말레이/인니 공통)
l1_d17_t04	1	대화17	B	4	Mas = pria, Mbak = wanita.	Mas = 남, Mbak = 여.	마스 = 쁘리아, 음박 = 와니따.	pria = 남자, wanita = 여자	Pak Cik, Mak Cik?	Pak Cik, Mak Cik?	빡 찍, 막 찍?	Pak Cik = 삼촌/외인 남, Mak Cik = 이모/외인 여 (말레이)
l1_d17_t05	1	대화17	A	5	Om, Tante?	Om, Tante?	옴, 딴떼?		Pak Cik = bapa saudara, Mak Cik = ibu saudara.	삼촌, 이모.	빡 찍 = 바빠 사우다라, 막 찍 = 이부 사우다라.	bapa saudara = 큰아빠/삼촌, ibu saudara = 큰엄마/이모
l1_d17_t06	1	대화17	B	6	Om = paman, Tante = bibi.	Om = 삼촌, Tante = 이모.	옴 = 빠만, 딴떼 = 비비.		Datuk = atuk, Nenek = nenek.	할아버지, 할머니.	다뚝 = 아뚝, 네넥 = 네넥.	datuk = 할아버지 (말레이), atuk = 친근형, nenek = 할머니
l6_d37_t01	6	대화37	A	1	Selamat pagi sayang.	좋은 아침 자기.	슬라맛 빠기 사양.	sayang = 자기	Selamat pagi sayang.	좋은 아침 자기.	슬라맛 빠기 사양.	sayang = 자기
l6_d37_t02	6	대화37	B	2	Pagi. Aku belum mau bangun.	아침. 일어나기 싫어.	빠기. 아꾸 블룸 마우 방운.	bangun = 일어나다	Pagi. Saya belum nak bangun.	아침. 일어나기 싫어.	빠기. 사야 블룸 낙 방운.	bangun = 일어나다
l6_d37_t03	6	대화37	A	3	Kasur enak banget gini.	침대 너무 좋아.	까수르 에낙 방엣 기니.	enak = 좋은	Katil sedap gila macam ni.	침대 너무 좋아.	까띨 스답 길라 마짬 니.	sedap = 좋은/맛있는 (말레이, enak은 양쪽)
l6_d37_t04	6	대화37	B	4	Peluk aku lagi 5 menit.	5분 더 안아.	쁠룩 아꾸 라기 리마 므닛.		Peluk saya lagi 5 minit.	5분 더.	쁠룩 사야 라기 리마 미닛.	
l6_d37_t05	6	대화37	A	5	Boleh, sambil lihat sunrise.	응, 일출 보면서.	볼레, 삼빌 리핫 선라이즈.	sunrise = 영어	Boleh, sambil tengok matahari terbit.	응, 일출 보면서.	볼레, 삼빌 뜽옥 마따하리 뜨르빗.	matahari terbit = 일출 (말레이, sunrise는 영어)
l6_d37_t06	6	대화37	B	6	Rambut kamu lucu acak-acakan.	머리 헝클어진 거 귀여워.	람붓 까무 루쭈 아짝 아짜깐.	acak-acakan = 헝클어진 (reduplication)	Rambut awak comel kusut-masai.	머리 헝클어진 거 귀여워.	람붓 아왁 쪼멜 꾸숫 마사이.	kusut-masai = 헝클어진 (말레이 reduplication, acak-acakan은 인니)
l6_d37_t07	6	대화37	A	7	Kamu juga, kayak bidadari.	너도, 천사 같아.	까무 주가, 까야 비다다리.	bidadari = 천사	Awak pun, macam bidadari.	너도, 천사.	아왁 뿐, 마짬 비다다리.	bidadari = 천사
l6_d37_t08	6	대화37	B	8	Order breakfast in bed?	룸서비스 시킬까?	오르더 브렉퍼스트 인 베드?		Order breakfast in bed?	룸서비스?	오르더 브렉퍼스트 인 베드?	
l6_d37_t09	6	대화37	A	9	Iya, croissant + kopi.	응, 크루아상 + 커피.	이야, 크루아상 + 꼬삐.		Ya, croissant + kopi.	응, 크루아상 + 커피.	야, 크루아상 + 꼬삐.	
l6_d37_t10	6	대화37	B	10	Sambil cuddling lagi.	안아주면서.	삼빌 커들링 라기.	cuddling = 영어	Sambil cuddling lagi.	안아주면서.	삼빌 커들링 라기.	cuddling = 영어
l6_d38_t01	6	대화38	A	1	Aku rindu sentuhanmu malam ini.	오늘 밤 네 손길 그리워.	아꾸 린두 슨뚜한무 말람 이니.		Saya rindu sentuhan awak malam ni.	오늘 밤 손길 그리워.	사야 린두 슨뚜한 아왁 말람 니.	
l6_d38_t02	6	대화38	B	2	Aku juga... bayangin kamu sekarang.	나도... 너 상상.	아꾸 주가... 바양인 까무 스까랑.	bayangin = 상상하다	Saya pun... bayang awak sekarang.	나도... 상상.	사야 뿐... 바양 아왁 스까랑.	bayang = 상상하다 (말레이, bayangin은 인니 구어)
l6_d38_t03	6	대화38	A	3	Pakai apa sekarang?	뭐 입고 있어?	빠까이 아빠 스까랑?		Pakai apa sekarang?	뭐 입어?	빠까이 아빠 스까랑?	
l6_d38_t04	6	대화38	B	4	Kaos kamu yang abu.	네 회색 티셔츠.	까오스 까무 양 아부.	kaos = 티셔츠, abu = 회색	Kemeja-T awak yang kelabu.	회색 티셔츠.	끄메자 떼 아왁 양 끌라부.	kemeja-T = 티셔츠 (말레이, kaos는 인니), kelabu = 회색 (말레이, abu는 양쪽)
l6_d38_t05	6	대화38	A	5	Wah, aku iri sama kaos itu.	와, 그 티셔츠 부럽.	와, 아꾸 이리 사마 까오스 이뚜.	iri = 부럽다	Wah, saya cemburu dengan kemeja itu.	와, 그 셔츠 부럽.	와, 사야 쯤부루 등안 끄메자 이뚜.	cemburu = 부럽다/질투
l6_d38_t06	6	대화38	B	6	Hahaha! Kapan kamu pulang?	하하! 언제 와?	하하하! 까빤 까무 뿔랑?		Hahaha! Bila awak balik?	하하! 언제?	하하하! 빌라 아왁 발릭?	
l6_d38_t07	6	대화38	A	7	Jumat malam. 3 hari lagi.	금요일 밤. 3일.	주맛 말람. 띠가 하리 라기.		Jumaat malam. 3 hari lagi.	금요일 밤.	주마앗 말람. 띠가 하리 라기.	
l6_d38_t08	6	대화38	B	8	Aku siapin hadiah kejutan.	깜짝 선물 준비.	아꾸 시아삔 하디아 끄주딴.	kejutan = 깜짝	Saya sediakan hadiah kejutan.	깜짝 선물.	사야 스디아깐 하디아 끄주딴.	kejutan = 깜짝
l6_d38_t09	6	대화38	A	9	Penasaran sekarang.	궁금.	쁘나사란 스까랑.	penasaran = 궁금한	Tertanya-tanya sekarang.	궁금.	뜨르따냐 따냐 스까랑.	tertanya-tanya = 궁금 (말레이 reduplication, penasaran은 양쪽)
l6_d38_t10	6	대화38	B	10	Sabar ya, akan worth it.	인내, worth it.	사바르 야, 아깐 워스 잇.	worth it = 영어	Sabar ya, akan berbaloi.	인내, worth it.	사바르 야, 아깐 브르발로이.	berbaloi = 가치있다 (말레이, worth it은 영어)
l6_d39_t01	6	대화39	A	1	Aku booking villa Ubud weekend.	주말 우붓 빌라 예약.	아꾸 부킹 빌라 우붓 위켄드.	villa = 영어	Saya booking villa Langkawi weekend.	주말 랑까위 빌라.	사야 부킹 빌라 랑까위 위켄드.	villa = 영어
l6_d39_t02	6	대화39	B	2	Wah, romantic banget!	와, 로맨틱!	와, 로맨띡 방엣!		Wah, romantik gila!	와, 로맨틱!	와, 로맨띡 길라!	
l6_d39_t03	6	대화39	A	3	Private pool, view sawah.	프라이빗 풀, 논 뷰.	프라이벗 뿔, 뷰 사와.		Private pool, view laut.	프라이빗 풀, 바다 뷰.	프라이벗 뿔, 뷰 라웃.	laut = 바다 (말레이, sawah는 논 — 인니)
l6_d39_t04	6	대화39	B	4	Bawa baju renang seksi aku.	섹시 수영복 가져갈게.	바와 바주 르낭 섹시 아꾸.	baju renang = 수영복	Saya bawa baju mandi seksi.	섹시 수영복.	사야 바와 바주 만디 섹시.	baju mandi = 수영복 (말레이, baju renang은 양쪽)
l6_d39_t05	6	대화39	A	5	Yang biru itu? Aku suka.	파란 거? 좋아.	양 비루 이뚜? 아꾸 수까.		Yang biru itu? Saya suka.	파란 거?	양 비루 이뚜? 사야 수까.	
l6_d39_t06	6	대화39	B	6	Plus dinner di rooftop bar.	+ 옥상 바 디너.	플러스 디너 디 루프똡 바.		Plus dinner di rooftop bar.	+ 옥상 바.	플러스 디너 디 루프똡 바.	
l6_d39_t07	6	대화39	A	7	Sunset cocktails. Sempurna.	일몰 칵테일. 완벽.	선셋 칵테일스. 슴뿌르나.		Sunset cocktails. Sempurna.	일몰 칵테일.	선셋 칵테일스. 슴뿌르나.	
l6_d39_t08	6	대화39	B	8	Massage couple di spa juga.	spa 커플 마사지.	마사지 커플 디 스파 주가.		Urut couple di spa juga.	spa 커플 마사지.	우룻 커플 디 스파 주가.	urut = 마사지 (말레이)
l6_d39_t09	6	대화39	A	9	Dipijat bareng = surga.	같이 마사지 = 천국.	디삐잣 바릉 = 수르가.	dipijat = 마사지 받다	Diurut sama-sama = syurga.	같이 마사지 = 천국.	디우룻 사마 사마 = 슈르가.	diurut = 마사지 받다 (말레이)
l6_d39_t10	6	대화39	B	10	Aku nggak sabar weekend!	주말 못 기다려!	아꾸 응각 사바르 위켄드!		Saya tak sabar weekend!	주말 못 기다려!	사야 딱 사바르 위켄드!	
l6_d40_t01	6	대화40	A	1	Mau masak pasta bareng?	같이 파스타?	마우 마삭 빠스따 바릉?		Nak masak pasta sama-sama?	같이 파스타?	낙 마삭 빠스따 사마 사마?	
l6_d40_t02	6	대화40	B	2	Boleh! Aku potong bawang.	응! 양파 자를게.	볼레! 아꾸 뽀똥 바왕.	potong = 자르다, bawang = 양파	Boleh! Saya potong bawang.	응! 양파.	볼레! 사야 뽀똥 바왕.	potong = 자르다, bawang = 양파
l6_d40_t03	6	대화40	A	3	Hati-hati pisau tajam.	칼 날카로워 조심.	하띠 하띠 삐사우 따잠.	pisau = 칼, tajam = 날카로운	Hati-hati pisau tajam.	칼 조심.	하띠 하띠 삐사우 따잠.	pisau = 칼, tajam = 날카로운
l6_d40_t04	6	대화40	B	4	Kamu peluk dari belakang ya.	뒤에서 안아.	까무 쁠룩 다리 블라깡 야.	belakang = 뒤	Awak peluk dari belakang ya.	뒤에서 안아.	아왁 쁠룩 다리 블라깡 야.	belakang = 뒤
l6_d40_t05	6	대화40	A	5	Hahaha, romantis banget.	하하, 로맨틱.	하하하, 로맨띠스 방엣.		Hahaha, romantik gila.	하하, 로맨틱.	하하하, 로맨띠스 길라.	
l6_d40_t06	6	대화40	B	6	Cium pundak aku.	어깨 키스.	찌움 뿐닥 아꾸.	pundak = 어깨	Cium bahu saya.	어깨 키스.	찌움 바후 사야.	bahu = 어깨
l6_d40_t07	6	대화40	A	7	Wangi parfum kamu.	향수 향기.	왕이 빠르품 까무.	parfum = 영어	Wangi minyak wangi awak.	향수 향기.	왕이 민약 왕이 아왁.	minyak wangi = 향수 (말레이, parfum은 양쪽)
l6_d40_t08	6	대화40	B	8	Pasta gosong nih kalau gini.	이러면 파스타 탄다.	빠스따 고송 니 깔라우 기니.	gosong = 탄	Pasta hangus ni kalau macam ni.	이러면 파스타 탄다.	빠스따 항우스 니 깔라우 마짬 니.	hangus = 탄 (말레이, gosong은 양쪽)
l6_d40_t09	6	대화40	A	9	Biarin gosong, aku lapar kamu.	타도 돼, 너 원해.	비아린 고송, 아꾸 라빠르 까무.	biarin = 두다, lapar = 배고픈	Biar hangus, saya lapar awak.	타도 돼.	비아르 항우스, 사야 라빠르 아왁.	biar = 두다 (말레이, biarin은 인니 구어), lapar = 배고픈
l6_d40_t10	6	대화40	B	10	Hahaha! Kamu nakal.	하하! 너 장난꾸러기.	하하하! 까무 나깔.	nakal = 장난·짓궂은	Hahaha! Awak gatal.	하하! 장난.	하하하! 아왁 가딸.	gatal = 장난·짓궂은 (말레이, nakal은 양쪽)
l6_d41_t01	6	대화41	A	1	5 tahun nikah, gila ya.	결혼 5년, 미친다.	리마 따훈 니까, 길라 야.		5 tahun kahwin, gila ya.	결혼 5년.	리마 따훈 까위, 길라 야.	
l6_d41_t02	6	대화41	B	2	Cepat banget rasanya.	빠르네 느낌이.	쯔빳 방엣 라사냐.		Cepat gila rasanya.	빠르네.	쯔빳 길라 라사냐.	
l6_d41_t03	6	대화41	A	3	Aku reservasi restoran kemarin.	어제 식당 예약.	아꾸 레세르바시 레스또란 끄마린.	reservasi = 예약	Saya tempah restoran semalam.	어제 식당 예약.	사야 뜸빠 레스또란 스말람.	tempah = 예약 (말레이, reservasi는 양쪽)
l6_d41_t04	6	대화41	B	4	Restoran apa? Kasih tau.	어떤 식당? 알려줘.	레스또란 아빠? 까시 따우.		Restoran apa? Bagi tahu.	어디?	레스또란 아빠? 바기 따후.	bagi tahu = 알려주다 (말레이, kasih tau는 양쪽)
l6_d41_t05	6	대화41	A	5	Surprise. Pakai dress merah.	깜짝. 빨간 드레스.	서프라이즈. 빠까이 드레스 메라.	merah = 빨간	Surprise. Pakai dress merah.	깜짝.	서프라이즈. 빠까이 드레스 메라.	merah = 빨간
l6_d41_t06	6	대화41	B	6	Yang kamu suka itu?	네가 좋아하는?	양 까무 수까 이뚜?		Yang awak suka itu?	좋아하는?	양 아왁 수까 이뚜?	
l6_d41_t07	6	대화41	A	7	Iya, kamu cantik banget pakai itu.	응, 너 예뻐.	이야, 까무 짠띡 방엣 빠까이 이뚜.		Ya, awak cantik gila pakai itu.	응, 예뻐.	야, 아왁 짠띡 길라 빠까이 이뚜.	
l6_d41_t08	6	대화41	B	8	Aku siapin hadiah juga.	나도 선물 준비.	아꾸 시아삔 하디아 주가.		Saya pun sedia hadiah.	나도 선물.	사야 뿐 스디아 하디아.	
l6_d41_t09	6	대화41	A	9	Apa? Aku penasaran.	뭐? 궁금.	아빠? 아꾸 쁘나사란.		Apa? Saya tertanya-tanya.	뭐? 궁금.	아빠? 사야 뜨르따냐 따냐.	
l6_d41_t10	6	대화41	B	10	Lihat malam ini saja.	오늘 밤만 봐.	리핫 말람 이니 사자.		Tengok malam ni je.	오늘 밤만.	뜽옥 말람 니 즈.	
l6_d42_t01	6	대화42	A	1	Mau main pretend dating?	가짜 데이트 놀이?	마우 마인 프리뗀드 데이팅?		Nak main pretend dating?	가짜 데이트?	낙 마인 프리뗀드 데이팅?	
l6_d42_t02	6	대화42	B	2	Pretend gimana?	어떻게?	프리뗀드 기마나?		Pretend macam mana?	어떻게?	프리뗀드 마짬 마나?	
l6_d42_t03	6	대화42	A	3	Kita pura-pura first date hari ini.	오늘 첫 데이트인 척.	끼따 뿌라 뿌라 퍼스트 데이트 하리 이니.	pura-pura = 척하다 (reduplication)	Kita pura-pura first date hari ni.	오늘 첫 데이트 척.	끼따 뿌라 뿌라 퍼스트 데이트 하리 니.	pura-pura = 척하다 (reduplication)
l6_d42_t04	6	대화42	B	4	Lucu! Aku pakai dress baru.	재밌어! 새 드레스.	루쭈! 아꾸 빠까이 드레스 바루.		Lucu! Saya pakai dress baru.	재밌어!	루쭈! 사야 빠까이 드레스 바루.	
l6_d42_t05	6	대화42	A	5	Aku jemput kamu jam 7.	7시 픽업.	아꾸 즘뿟 까무 잠 뚜주.	jemput = 데리러 가다	Saya jemput awak pukul 7.	7시 픽업.	사야 즘뿟 아왁 뿌꿀 뚜주.	jemput = 데리러 가다
l6_d42_t06	6	대화42	B	6	Bawa bunga ya, biar real.	꽃 가져와, 진짜처럼.	바와 붕아 야, 비아르 리얼.		Bawa bunga ya, supaya real.	꽃 가져와.	바와 붕아 야, 수빠야 리얼.	
l6_d42_t07	6	대화42	A	7	Pasti. Restoran rahasia.	꼭. 비밀 식당.	빠스띠. 레스또란 라하시아.	rahasia = 비밀	Mestilah. Restoran rahsia.	꼭. 비밀 식당.	메스띨라. 레스또란 라시아.	rahsia = 비밀 (말레이 철자, rahasia는 인니)
