row_id	course	dialogue_id	speaker	turn	id_target	id_ko	id_roman	id_note	ms_target	ms_ko	ms_roman	ms_note
l5_d04_t13	5	대화04	A	13	Seminggu, biar puas.	1주일, 만족.	스밍구, 비아르 뿌아스.	puas = 만족	Seminggu, supaya puas.	1주일, 만족.	스밍구, 수빠야 뿌아스.	supaya = 위해 (말레이, biar는 양쪽), puas = 만족
l5_d04_t14	5	대화04	B	14	Aku save tanggal. Booking tiket pesawat.	날짜 저장. 비행기 예약.	아꾸 세이브 땅갈. 부킹 띠껫 쁘사왓.	pesawat = 비행기	Saya save tarikh. Booking tiket kapal terbang.	날짜 저장. 비행기 예약.	사야 세이브 따리크. 부킹 띠껫 까빨 뜨르방.	tarikh = 날짜 (말레이), kapal terbang = 비행기 (말레이, pesawat은 인니/말레이)
l6_d23_t01	6	대화23	A	1	Kamu selalu telat.	항상 늦어.	까무 슬랄루 뜨랏.	selalu = 항상, telat = terlambat 구어	Awak selalu lewat.	항상 늦어.	아왁 슬랄루 레왓.	selalu = 항상, lewat = 늦다 (말레이)
l6_d23_t02	6	대화23	B	2	Kerjaan banyak.	일 많아.	끄르자안 바냑.	kerjaan = pekerjaan 구어	Kerja banyak.	일 많아.	끄르자 바냑.	
l6_d23_t03	6	대화23	A	3	Aku capek nungguin.	기다림 지쳐.	아꾸 짜뻑 눙구인.	capek = 지치다, nungguin = menunggui 구어	Saya penat tunggu.	기다림 지쳐.	사야 쁘낫 뚱구.	penat = 지치다 (말레이, capek는 인니)
l6_d23_t04	6	대화23	B	4	Maaf, beneran sibuk.	미안, 진짜 바빠.	마앞, 브너란 시북.	beneran = 진짜 (구어)	Maaf, betul-betul sibuk.	미안, 진짜 바빠.	마앞, 브뚤 브뚤 시북.	betul-betul = 정말로 (reduplication)
l6_d23_t05	6	대화23	A	5	Bukan soal sibuk, soal prioritas.	바쁨 아닌 우선순위.	부깐 소알 시북, 소알 쁘리오리따스.	prioritas = 우선순위	Bukan soal sibuk, soal keutamaan.	바쁨 아닌 우선순위.	부깐 소알 시북, 소알 끄우따마안.	keutamaan = 우선순위 (말레이, prioritas는 인니)
l6_d23_t06	6	대화23	B	6	Aku salah. Aku akan ubah.	잘못. 바꿀게.	아꾸 살라. 아꾸 아깐 우바.	ubah = 바꾸다	Saya salah. Saya akan ubah.	잘못. 바꿀게.	사야 살라. 사야 아깐 우바.	ubah = 바꾸다
l6_d23_t07	6	대화23	A	7	Janji udah berapa kali.	약속 몇 번.	잔지 우다 브라빠 깔리.		Janji dah berapa kali.	약속 몇 번.	잔지 다 브라빠 깔리.	
l6_d23_t08	6	대화23	B	8	Kali ini aku sungguh.	이번엔 진짜.	깔리 이니 아꾸 숭구.	sungguh = 진실로	Kali ini saya sungguh.	이번엔 진짜.	깔리 이니 사야 숭구.	sungguh = 진실로
l6_d23_t09	6	대화23	A	9	Aku capek bertengkar.	싸움 지쳐.	아꾸 짜뻑 브르뜽까르.	bertengkar = 싸우다	Saya penat bergaduh.	싸움 지쳐.	사야 쁘낫 브르가두.	bergaduh = 싸우다 (말레이, bertengkar는 인니)
l6_d23_t10	6	대화23	B	10	Kita ngobrol tenang besok.	내일 차분히.	끼따 응오브롤 뜨낭 베속.	tenang = 차분	Kita berbual tenang esok.	내일 차분히.	끼따 브르부알 뜨낭 에속.	berbual = 대화 (말레이, ngobrol는 인니), tenang = 차분
l6_d24_t01	6	대화24	A	1	Kita perlu bicara.	얘기해야.	끼따 쁘를루 비짜라.	perlu = 필요	Kita perlu bercakap.	얘기해야.	끼따 쁘를루 브르짜깝.	bercakap = 말하다 (말레이, bicara는 인니)
l6_d24_t02	6	대화24	B	2	Aku tahu apa.	알 것 같아.	아꾸 따후 아빠.		Saya tahu apa.	알 것 같아.	사야 따후 아빠.	
l6_d24_t03	6	대화24	A	3	Aku rasa kita stop.	멈춰야 할 것 같아.	아꾸 라사 끼따 스똡.	rasa = 느낌	Saya rasa kita stop.	멈춰야.	사야 라사 끼따 스똡.	rasa = 느낌
l6_d24_t04	6	대화24	B	4	Karena apa?	왜?	까르나 아빠?		Sebab apa?	왜?	스밥 아빠?	
l6_d24_t05	6	대화24	A	5	Kita berbeda terlalu jauh.	너무 달라.	끼따 브르베다 뜨를랄루 자우.	berbeda = 다르다, jauh = 멀다	Kita terlalu berbeza.	너무 달라.	끼따 뜨를랄루 브르베자.	berbeza = 다르다 (말레이 철자, berbeda는 인니)
l6_d24_t06	6	대화24	B	6	Aku coba ya.	노력했어.	아꾸 쪼바 야.	coba = 시도	Saya cuba ya.	노력했어.	사야 쭈바 야.	cuba = 시도 (말레이 철자, coba는 인니)
l6_d24_t07	6	대화24	A	7	Iya, kita berdua coba.	응, 둘 다.	이야, 끼따 브르두아 쪼바.		Ya, kita berdua cuba.	응, 둘 다.	야, 끼따 브르두아 쭈바.	
l6_d24_t08	6	대화24	B	8	Mungkin teman lebih baik.	친구가 나을지.	뭉낀 뜨만 르비 바익.		Mungkin kawan lebih baik.	친구가 나을지.	뭉낀 까완 르비 바익.	
l6_d24_t09	6	대화24	A	9	Lain kali, mungkin.	나중에, 아마.	라인 깔리, 뭉낀.		Lain kali, mungkin.	나중에, 아마.	라인 깔리, 뭉낀.	
l6_d24_t10	6	대화24	B	10	Hati-hati, Min-jun.	조심해, 민준.	하띠 하띠, 민준.		Hati-hati, Min-jun.	조심해, 민준.	하띠 하띠, 민준.	
l6_d25_t01	6	대화25	B	1	Min-jun, aku kangen Jakarta.	민준, 자카르타 그리워.	민준, 아꾸 깡엔 자카르타.	kangen = 그리워하다 (구어)	Min-jun, saya rindu KL.	민준, KL 그리워.	민준, 사야 린두 께엘.	rindu = 그리워하다 (말레이, kangen는 인니)
l6_d25_t02	6	대화25	A	2	Aku tahu, susah ya.	알아, 힘들지.	아꾸 따후, 수사 야.		Saya tahu, susah ya.	알아, 힘들지.	사야 따후, 수사 야.	
l6_d25_t03	6	대화25	B	3	Teman aku semua di sana.	친구 다 거기.	뜨만 아꾸 스무아 디 사나.	semua = 모두	Kawan saya semua di sana.	친구 다 거기.	까완 사야 스무아 디 사나.	semua = 모두
l6_d25_t04	6	대화25	A	4	Komunitas Indonesia di Itaewon ada.	이태원 인니 커뮤니티 있어.	꼬무니따스 인도네시아 디 이태원 아다.	komunitas = 커뮤니티	Komuniti Malaysia di Itaewon ada.	이태원 말레이 커뮤니티.	꼬무니띠 말레이시아 디 이태원 아다.	komuniti = 커뮤니티 (말레이 철자, komunitas는 인니)
l6_d25_t05	6	대화25	B	5	Tapi aku rindu makanan Ibu.	엄마 음식 그리워.	따삐 아꾸 린두 마까난 이부.	rindu = 그리워하다	Tapi saya rindu masakan Mak.	엄마 음식 그리워.	따삐 사야 린두 마사깐 막.	
l6_d25_t06	6	대화25	A	6	Bulan depan kita ke Indonesia.	다음 달 인도네시아 가.	불란 드빤 끼따 끄 인도네시아.		Bulan depan kita ke Malaysia.	다음 달 말레이시아.	불란 드빤 끼따 끄 말레이시아.	
l6_d25_t07	6	대화25	B	7	Aku salah pindah?	이주 잘못?	아꾸 살라 삔다?		Saya salah pindah?	이주 잘못?	사야 살라 삔다?	
l6_d25_t08	6	대화25	A	8	Bukan salah, cuma adaptasi.	잘못 아냐, 적응 중.	부깐 살라, 쭈마 아답따시.	adaptasi = 적응	Bukan salah, cuma adaptasi.	잘못 아냐, 적응 중.	부깐 살라, 쭈마 아답따시.	adaptasi = 적응
l6_d25_t09	6	대화25	B	9	Aku takut Korea nggak nerima aku.	한국 안 받아줄까 무서워.	아꾸 따꿋 꼬레아 응각 느리마 아꾸.	nerima = menerima 구어	Saya takut Korea tak terima saya.	한국 안 받아줄까 무서워.	사야 따꿋 꼬레아 딱 뜨리마 사야.	terima = 받아들이다
l6_d25_t10	6	대화25	A	10	Aku nerima kamu, itu cukup.	내가 받아줘, 그거면.	아꾸 느리마 까무, 이뚜 쭈꿉.	cukup = 충분	Saya terima awak, itu cukup.	내가 받아줘, 그거면.	사야 뜨리마 아왁, 이뚜 쭈꿉.	cukup = 충분
l6_d26_t01	6	대화26	A	1	Sari, anjing artinya apa?	사리, anjing 뜻이?	사리, 안징 아르띠냐 아빠?	anjing = 개 / 욕설	Aina, anjing maksudnya apa?	아이나, anjing 뜻?	아이나, 안징 막수드냐 아빠?	maksudnya = 뜻 (말레이, artinya는 인니)
l6_d26_t02	6	대화26	B	2	Anjing = anjing. Tapi sebagai umpatan kasar.	개. 근데 욕으로도.	안징 = 안징. 따삐 스바가이 움빠딴 까사르.	umpatan = 욕설, kasar = 거친	Anjing = anjing. Tapi juga makian kasar.	개. 욕으로도.	안징 = 안징. 따삐 주가 마끼안 까사르.	makian = 욕설 (말레이, umpatan는 인니/공통), kasar = 거친
l6_d26_t03	6	대화26	A	3	Jangan dipakai ya.	쓰지 마라.	장안 디빠까이 야.		Jangan guna ya.	쓰지 마라.	장안 구나 야.	guna = 사용 (말레이, pakai는 양쪽)
l6_d26_t04	6	대화26	B	4	Jangan, kasar banget.	절대, 매우 거칠어.	장안, 까사르 방엣.		Jangan, kasar gila.	절대, 매우 거칠어.	장안, 까사르 길라.	
l6_d26_t05	6	대화26	A	5	Bangsat artinya?	bangsat 뜻?	방삿 아르띠냐?	bangsat = 강한 욕설	Sial maksudnya?	시알 뜻?	시알 막수드냐?	sial = 재수없다/욕설 (말레이 슬랭, bangsat은 인니)
l6_d26_t06	6	대화26	B	6	Itu juga umpatan, hindari.	그것도 욕, 피해.	이뚜 주가 움빠딴, 힌다리.	hindari = 피해라	Itu juga makian, elakkan.	그것도 욕, 피해.	이뚜 주가 마끼안 을라깐.	elakkan = 피해라 (말레이, hindari는 인니)
l6_d26_t07	6	대화26	A	7	Kalo Astaga?	Astaga 는?	깔로 아스따가?	kalo = kalau 구어	Kalau Alamak?	Alamak 는?	깔라우 알라막?	alamak = 놀람/감탄 (말레이, astaga는 인니)
l6_d26_t08	6	대화26	B	8	Astaga aman, ekspresi kaget.	Astaga 안전, 놀람 표현.	아스따가 아만, 엑스프레시 까겟.	kaget = 놀라다	Alamak selamat, ekspresi terkejut.	Alamak 안전, 놀람.	알라막 슬라맛, 엑스프레시 뜨르끄줏.	selamat = 안전 (말레이, aman은 양쪽), terkejut = 놀라다 (말레이, kaget는 인니)
l6_d26_t09	6	대화26	A	9	Aku catat ya.	적을게.	아꾸 짜땃 야.	catat = 기록	Saya catat ya.	적을게.	사야 짜땃 야.	catat = 기록
l6_d26_t10	6	대화26	B	10	Iya, jangan salah pakai depan keluargaku.	가족 앞에서 잘못 쓰지 마.	이야, 장안 살라 빠까이 드빤 끌루아르가꾸.	depan = 앞	Ya, jangan salah guna depan keluarga saya.	가족 앞에서 잘못 쓰지 마.	야, 장안 살라 구나 드빤 끌루아르가 사야.	depan = 앞
l2_d01_t01	2	대화01	A	1	Sabtu kosong nggak?	토요일 비어?	삽뚜 꼬송 응각?	Sabtu = 토요일, kosong = 비어	Sabtu kosong tak?	토요일 비어?	삽뚜 꼬송 딱?	Sabtu = 토요일, kosong = 비어
l2_d01_t02	2	대화01	B	2	Kosong! Mau ngopi?	비어! 커피?	꼬송! 마우 응오삐?	ngopi = 커피 한잔	Kosong! Nak ngopi?	비어! 커피?	꼬송! 낙 응오삐?	ngopi = 커피 한잔
l2_d01_t03	2	대화01	A	3	Kafe biasa kita.	우리 평소 카페.	까페 비아사 끼따.	biasa = 평소	Kafe biasa kita.	평소 카페.	까페 비아사 끼따.	biasa = 평소
l2_d01_t04	2	대화01	B	4	Jam berapa?	몇 시?	잠 브라빠?		Pukul berapa?	몇 시?	뿌꿀 브라빠?	
l2_d01_t05	2	대화01	A	5	Jam 2 siang.	오후 2시.	잠 두아 시앙.	siang = 낮	Pukul 2 tengahari.	오후 2시.	뿌꿀 두아 뜽아하리.	tengahari = 낮 (말레이, siang은 양쪽)
l2_d01_t06	2	대화01	B	6	Aku ajak Lala juga ya?	랄라도 데려가.	아꾸 아작 랄라 주가 야?	ajak = 데리고 가다	Saya ajak Lala juga ya?	랄라도 데려가.	사야 아작 랄라 주가 야?	ajak = 데리고 가다
l2_d01_t07	2	대화01	A	7	Boleh, lama nggak ketemu.	좋지, 오랜만.	볼레, 라마 응각 끄뜨무.	lama = 오랜	Boleh, lama tak jumpa.	좋지, 오랜만.	볼레, 라마 딱 줌빠.	lama = 오랜
l2_d01_t08	2	대화01	B	8	Lala lagi sibuk skripsi.	랄라 논문 바빠.	랄라 라기 시북 스크립시.	skripsi = 학사 논문	Lala tengah sibuk tesis.	랄라 논문 바빠.	랄라 뜨응아 시북 떼시스.	tesis = 학사 논문 (말레이, skripsi는 인니)
l2_d01_t09	2	대화01	A	9	Kasian, tapi suruh datang.	안됐다, 오라고.	까시안, 따삐 수루 다땅.	kasian = 안쓰럽다, suruh = 시키다	Kesian, tapi suruh datang.	안됐다, 오라고.	끄시안, 따삐 수루 다땅.	kesian = 안쓰럽다 (말레이 철자, kasian은 인니), suruh = 시키다
l2_d01_t10	2	대화01	B	10	Aku chat dia sekarang.	지금 채팅.	아꾸 짯 디아 스까랑.	chat = 영어 차용	Saya chat dia sekarang.	지금 채팅.	사야 챗 디아 스까랑.	chat = 영어 차용
l2_d01_t11	2	대화01	A	11	Update aku ya.	업데이트해.	업데이트 아꾸 야.		Update saya ya.	업데이트.	업데이트 사야 야.	
l2_d01_t12	2	대화01	B	12	Lala bisa, jam 3.	랄라 OK, 3시.	랄라 비사, 잠 띠가.		Lala boleh, pukul 3.	랄라 OK, 3시.	랄라 볼레, 뿌꿀 띠가.	
l2_d01_t13	2	대화01	A	13	Mantap, see you Sabtu.	좋아, 토요일에.	만땁, 시 유 삽뚜.	mantap = 좋다 (구어 강조)	Best, see you Sabtu.	좋아, 토요일에.	베스, 시 유 삽뚜.	best = 좋다 (말레이 구어, mantap은 인니)
l2_d01_t14	2	대화01	B	14	Bye, jangan lupa.	바이, 잊지 마.	바이, 장안 루빠.		Bye, jangan lupa.	바이, 잊지 마.	바이, 장안 루빠.	
l2_d02_t01	2	대화02	A	1	Sari, bagaimana hari pertama?	사리, 첫날 어때?	사리, 바가이마나 하리 쁘르따마?	pertama = 첫	Aina, macam mana hari pertama?	아이나, 첫날?	아이나, 마짬 마나 하리 쁘르따마?	pertama = 첫
l2_d02_t02	2	대화02	B	2	Lumayan, masih kaget.	괜찮아, 아직 적응.	루마얀, 마시 까겟.		Okay je, masih terkejut.	괜찮아, 아직 적응.	오케이 즈, 마시 뜨르끄줏.	okay je = 괜찮은 정도 (말레이 구어), terkejut = 충격 (말레이, kaget은 인니)
l2_d02_t03	2	대화02	A	3	Bahasa Korea kerja oke?	한국어 일은?	바하사 꼬레아 끄르자 오께?		Bahasa Korea kerja okay?	한국어 일은?	바하사 꼬레아 끄르자 오케이?	
l2_d02_t04	2	대화02	B	4	Slow, tapi orang baik.	느려, 사람은 좋아.	슬로우, 따삐 오랑 바익.	slow = 영어 차용	Slow, tapi orang baik.	느려, 사람 좋아.	슬로우, 따삐 오랑 바익.	slow = 영어 차용
l2_d02_t05	2	대화02	A	5	Lunch break bareng?	점심 같이?	런치 브레익 바릉?	lunch break = 영어 차용	Lunch break sama-sama?	점심 같이?	런치 브레익 사마 사마?	lunch break = 영어 차용, sama-sama = 함께 (말레이)
l2_d02_t06	2	대화02	B	6	Boleh! Kapan?	좋아! 언제?	볼레! 까빤?		Boleh! Bila?	좋아! 언제?	볼레! 빌라?	
l2_d02_t07	2	대화02	A	7	Jam 12, kantin lantai 2.	12시, 2층 식당.	잠 두아 블라스, 깐띤 란따이 두아.	kantin = 구내식당, lantai = 층	Pukul 12, kantin tingkat 2.	12시, 2층 식당.	뿌꿀 두아 블라스, 깐띤 띵깟 두아.	kantin = 구내식당, tingkat = 층 (말레이, lantai는 인니)
