row_id	course	dialogue_id	speaker	turn	id_target	id_ko	id_roman	id_note	ms_target	ms_ko	ms_roman	ms_note
l5_d05_t05	5	대화05	B	5	Warna suara Jin lembut banget.	Jin 음색 진짜 부드러워.	와르나 수아라 진 름붓 방엣.	warna suara = 음색	Suara Jin lembut sangat.	Jin 음색 부드러워.	수아라 진 름붓 상앗.	suara = 음성/음색
l5_d05_t06	5	대화05	A	6	Iya... suara kamu juga lembut.	응... 너 목소리도 부드러워.	이야... 수아라 까무 주가 름붓.		Ya... suara awak pun lembut.	응... 너 목소리도.	야... 수아라 아왁 뿐 름붓.	
l5_d05_t07	5	대화05	B	7	BTS 7 member, paling kamu suka siapa?	BTS 7명 중 제일 좋아하는 사람?	베떼에스 음빳 멤버, 빨링 까무 수까 시아빠?	paling = 가장	BTS 7 ahli, paling awak suka siapa?	BTS 중 누구?	베떼에스 뚜주 아흐리, 빨링 아왁 수까 시아빠?	ahli = 멤버 (말레이, member는 양쪽), paling = 가장
l5_d05_t08	5	대화05	A	8	Member? Aku lebih suka... kamu.	멤버? 나는 너가 더 좋아.	멤버? 아꾸 르비 수까... 까무.		Ahli? Saya lebih suka... awak.	멤버? 너가 더.	아흐리? 사야 르비 수까... 아왁.	
l5_d05_t09	5	대화05	B	9	Eh? Apa?	어? 뭐?	에? 아빠?		Eh? Apa?	어? 뭐?	에? 아빠?	
l5_d05_t10	5	대화05	A	10	Nggak apa. BTS bagus.	아무것도. BTS 좋아.	응각 아빠. 베떼에스 바구스.		Tak ada apa. BTS bagus.	아무것도. BTS 좋아.	딱 아다 아빠. 베떼에스 바구스.	
l5_d05_t11	5	대화05	B	11	Minggu depan comeback live, nonton bareng?	다음 주 컴백 무대 같이 봐?	밍구 드빤 컴백 라이브, 논똔 바릉?		Minggu depan comeback live, tonton sama-sama?	컴백 무대 같이?	밍구 드빤 컴백 라이브, 똔똔 사마 사마?	
l5_d05_t12	5	대화05	A	12	Boleh! Di rumah aku.	좋지! 우리 집에서.	볼레! 디 루마 아꾸.		Boleh! Di rumah saya.	좋지! 우리 집.	볼레! 디 루마 사야.	
l5_d06_t01	5	대화06	B	1	Tiket NewJeans concert Jakarta open kemarin!	NewJeans 콘서트 자카르타 티켓 열렸어!	띠껫 뉴진스 콘세르 자카르타 오픈 끄마린!		Tiket NewJeans concert KL open semalam!	NewJeans KL 콘서트 표 열렸어!	띠껫 뉴진스 콘세르 께엘 오픈 스말람!	
l5_d06_t02	5	대화06	A	2	Mau pergi sama aku?	나랑 같이 갈래?	마우 쁘르기 사마 아꾸?		Nak pergi sama saya?	같이 가?	낙 쁘르기 사마 사야?	
l5_d06_t03	5	대화06	B	3	Boleh! Berarti 2 tiket ya.	좋지! 2장이네.	볼레! 브라르띠 두아 띠껫 야.		Boleh! Bermakna 2 tiket ya.	좋지! 2장.	볼레! 브르막나 두아 띠껫 야.	bermakna = 의미 (말레이, berarti는 양쪽)
l5_d06_t04	5	대화06	A	4	Iya, kita berdua aja.	응, 우리 둘만.	이야, 끼따 브르두아 아자.		Ya, kita berdua je.	응, 둘만.	야, 끼따 브르두아 즈.	
l5_d06_t05	5	대화06	B	5	Ajak Lala juga? Dia carat.	랄라도 같이? 캐럿이야.	아작 랄라 주가? 디아 캐럿.	carat = SEVENTEEN 팬덤	Ajak Lala juga? Dia carat.	랄라도?	아작 랄라 주가? 디아 캐럿.	carat = SEVENTEEN 팬덤
l5_d06_t06	5	대화06	A	6	Lala? Mungkin lain kali aja.	랄라? 다음에.	랄라? 뭉낀 라인 깔리 아자.		Lala? Mungkin lain kali je.	랄라? 다음에.	랄라? 뭉낀 라인 깔리 즈.	
l5_d06_t07	5	대화06	B	7	Kenapa? Lebih rame bertiga.	왜? 셋이 더 재밌어.	끄나빠? 르비 라메 브르띠가.	bertiga = 셋이	Kenapa? Lebih ramai bertiga.	왜? 셋이 더 재밌어.	끄나빠? 르비 라마이 브르띠가.	bertiga = 셋이
l5_d06_t08	5	대화06	A	8	Iya... ya, bertiga juga oke.	응... 그래, 셋이 OK.	이야... 야, 브르띠가 주가 오께.		Ya... ya, bertiga pun okay.	응... OK.	야... 야, 브르띠가 뿐 오케이.	
l5_d06_t09	5	대화06	B	9	Section apa target?	어느 섹션 목표?	섹션 아빠 따르겟?		Section apa target?	어느 섹션?	섹션 아빠 따르겟?	
l5_d06_t10	5	대화06	A	10	VIP. Aku bayar buat kamu.	VIP. 내가 너 표 사줄게.	비아이피. 아꾸 바야르 부앗 까무.	bayar = 지불	VIP. Saya bayar untuk awak.	VIP. 너 표.	비아이피. 사야 바야르 운뚝 아왁.	bayar = 지불
l5_d06_t11	5	대화06	B	11	Wah, kamu baik banget!	와, 진짜 착하다!	와, 까무 바익 방엣!		Wah, awak baik gila!	와, 진짜 착하다!	와, 아왁 바익 길라!	
l5_d06_t12	5	대화06	A	12	Hahaha, kalau kamu senang.	하하, 너 기쁘면 됐어.	하하하, 깔라우 까무 스낭.		Hahaha, kalau awak gembira.	너 기쁘면.	하하하, 깔라우 아왁 금비라.	gembira = 기쁘다
l5_d07_t01	5	대화07	B	1	Lihat foto Jungkook ini! Ganteng banget.	정국 사진 봐! 잘생겼어.	리핫 포또 정국 이니! 간뜽 방엣.	ganteng = 잘생긴	Tengok foto Jungkook ni! Kacak gila.	정국 사진! 잘생겼어.	뜽옥 포또 정국 니! 까짝 길라.	kacak = 잘생긴 (말레이, ganteng은 인니)
l5_d07_t02	5	대화07	A	2	Hmm... aku gimana?	음... 나는?	흠... 아꾸 기마나?		Hmm... saya macam mana?	음... 나는?	흠... 사야 마짬 마나?	
l5_d07_t03	5	대화07	B	3	Kamu apa? Lihat dulu deh!	너 뭐? 일단 봐!	까무 아빠? 리핫 둘루 데!	deh = 어기조사	Awak apa? Tengok dulu lah!	너 뭐? 봐!	아왁 아빠? 뜽옥 둘루 라!	
l5_d07_t04	5	대화07	A	4	Aku juga laki Korea loh.	나도 한국 남자야.	아꾸 주가 라끼 꼬레아 로.	laki = 남자, loh = 어기조사	Saya pun lelaki Korea la.	나도 한국 남자.	사야 뿐 를라끼 꼬레아 라.	lelaki = 남자 (말레이, laki는 인니 구어)
l5_d07_t05	5	대화07	B	5	Iya tapi nggak setinggi V atau Jin.	응 근데 V나 Jin 만큼 안 커.	이야 따삐 응각 스띵기 V 아따우 진.	tinggi = 키 큰	Ya tapi tak setinggi V atau Jin.	응 근데 V나 Jin 만큼.	야 따삐 딱 스띵기 V 아따우 진.	tinggi = 키 큰
l5_d07_t06	5	대화07	A	6	Tinggi 178 cm, cukup kan?	178cm, 충분하지?	띵기 스라뚜스 뚜주 뿔루 들라빤 센, 쭈꿉 깐?	kan = 어기조사 (확인)	Tinggi 178 cm, cukup kan?	178cm.	띵기 스라뚜스 뚜주 뿔루 라빤 센, 쭈꿉 깐?	kan = 어기조사
l5_d07_t07	5	대화07	B	7	Lumayan. Tapi kulit Jungkook glowing!	그럭저럭. 근데 정국 피부 빛나!	루마얀. 따삐 꿀릿 정국 글로윙!	kulit = 피부, glowing = 영어	Okay je. Tapi kulit Jungkook glowing!	근데 정국 피부 빛나!	오케이 즈. 따삐 꿀릿 정국 글로윙!	kulit = 피부
l5_d07_t08	5	대화07	A	8	Itu makeup. Aku natural.	메이크업이야. 난 자연.	이뚜 메이크업. 아꾸 내추럴.	natural = 영어	Itu makeup. Saya natural.	메이크업. 자연.	이뚜 메이크업. 사야 내추럴.	
l5_d07_t09	5	대화07	B	9	Hahaha cemburu ya?	하하 질투해?	하하하 쯤부루 야?	cemburu = 질투	Hahaha cemburu ke?	질투해?	하하하 쯤부루 끄?	cemburu = 질투
l5_d07_t10	5	대화07	A	10	Cemburu? Aku? Nggak lah.	질투? 내가? 절대.	쯤부루? 아꾸? 응각 라.	lah = 어기조사	Cemburu? Saya? Tak la.	질투? 절대.	쯤부루? 사야? 딱 라.	la = 어조사
l5_d07_t11	5	대화07	B	11	Tenang, kamu juga lucu kok.	걱정 마, 너도 귀여워.	뜨낭, 까무 주가 루쭈 꼭.	kok = 어기조사	Tenang, awak pun comel kok.	걱정 마, 귀여워.	뜨낭, 아왁 뿐 쪼멜 꼭.	comel = 귀엽다 (말레이, lucu는 양쪽)
l5_d07_t12	5	대화07	A	12	Cuma lucu? Bukan ganteng?	귀엽기만? 잘생기지 않고?	쭈마 루쭈? 부깐 간뜽?		Cuma comel? Bukan kacak?	귀엽기만? 잘생기지 않고?	쭈마 쪼멜? 부깐 까짝?	
l5_d08_t01	5	대화08	B	1	TikTok dance challenge ITZY baru viral!	ITZY TikTok 댄스 챌린지 viral!	틱톡 댄스 챌린지 잇지 바루 바이럴!	viral = 영어 차용	TikTok dance challenge ITZY baru viral!	ITZY 댄스 viral!	틱톡 댄스 챌린지 잇지 바루 바이럴!	viral = 영어 차용
l5_d08_t02	5	대화08	A	2	Ajarin aku, pelan-pelan ya.	천천히 가르쳐줘.	아자린 아꾸, 쁠란 쁠란 야.		Ajar saya, perlahan-lahan ya.	천천히 가르쳐.	아자르 사야, 쁘를라한 라한 야.	
l5_d08_t03	5	대화08	B	3	Step pertama, kaki kanan ke depan.	첫 스텝, 오른발 앞으로.	스뗍 쁘르따마, 까끼 까난 끄 드빤.	step = 영어, kaki = 발	Step pertama, kaki kanan ke depan.	첫 스텝, 오른발.	스뗍 쁘르따마, 까끼 까난 끄 드빤.	kaki = 발
l5_d08_t04	5	대화08	A	4	Pegang tangan aku, biar bareng.	손 잡아줘, 같이 하게.	쁘강 땅안 아꾸, 비아르 바릉.	pegang = 잡다	Pegang tangan saya, supaya sama-sama.	손 잡아.	쁘강 땅안 사야, 수빠야 사마 사마.	pegang = 잡다
l5_d08_t05	5	대화08	B	5	Hahaha, kamu noob banget!	하하, 완전 초보!	하하하, 까무 누브 방엣!	noob = 영어 (초보)	Hahaha, awak noob gila!	하하, 완전 초보!	하하하, 아왁 누브 길라!	noob = 영어 (초보)
l5_d08_t06	5	대화08	A	6	Ajarin lebih dekat dong.	더 가까이 가르쳐.	아자린 르비 드깟 동.	dong = 어기조사	Ajar lebih dekat la.	더 가까이.	아자르 르비 드깟 라.	la = 어기조사
l5_d08_t07	5	대화08	B	7	Kamu fokus dulu! Hitung 5,6,7,8.	집중! 5,6,7,8 카운트.	까무 포꾸스 둘루! 히뚱 리마 으남 뚜주 들라빤.	fokus = 영어, hitung = 카운트	Awak fokus dulu! Kira 5,6,7,8.	집중! 5,6,7,8.	아왁 포꾸스 둘루! 끼라 리마 으남 뚜주 라빤.	kira = 카운트 (말레이, hitung은 양쪽)
l5_d08_t08	5	대화08	A	8	Susah konsentrasi kalau kamu dekat.	너 가까이면 집중 어려워.	수사 콘센트라시 깔라우 까무 드깟.	konsentrasi = 집중	Susah konsentrasi kalau awak dekat.	집중 어려워.	수사 콘센트라시 깔라우 아왁 드깟.	konsentrasi = 집중
l5_d08_t09	5	대화08	B	9	Hush. Tarian dulu, ngegombal kemudian.	쉿. 댄스 먼저, 작업 나중에.	허시. 따리안 둘루, 응으곰발 끄무디안.	ngegombal = 작업 걸다 (구어), kemudian = 나중에	Diam. Tarian dulu, gatal kemudian.	쉿. 댄스 먼저.	디암. 따리안 둘루, 가딸 끄무디안.	gatal = 작업 걸다 (말레이 슬랭, ngegombal은 인니)
l5_d08_t10	5	대화08	A	10	Ngegombal? Aku jujur kok.	작업? 솔직한 거야.	응으곰발? 아꾸 주주르 꼭.	jujur = 솔직한	Gatal? Saya jujur la.	작업? 솔직.	가딸? 사야 주주르 라.	jujur = 솔직한
l5_d08_t11	5	대화08	B	11	Iya iya, kita coba lagi step 3.	응 응, 스텝 3 다시.	이야 이야, 끼따 쪼바 라기 스뗍 띠가.		Ya ya, kita cuba lagi step 3.	응 응, 스텝 3.	야 야, 끼따 쭈바 라기 스뗍 띠가.	
l5_d08_t12	5	대화08	A	12	Kalau berhasil, hadiah ya?	성공하면 보상?	깔라우 브르하실, 하디아 야?	berhasil = 성공, hadiah = 보상	Kalau berjaya, hadiah ya?	성공하면 보상?	깔라우 브르자야, 하디아 야?	berjaya = 성공 (말레이, berhasil은 양쪽), hadiah = 보상
l5_d09_t01	5	대화09	B	1	Aku gagal pahami lirik LE SSERAFIM.	LE SSERAFIM 가사 못 알아.	아꾸 가갈 빠하미 리릭 르 세라핌.	gagal = 실패	Saya gagal faham lirik LE SSERAFIM.	가사 못 알아.	사야 가갈 파함 리릭 르 세라핌.	gagal = 실패
l5_d09_t02	5	대화09	A	2	Aku bisa bantu. Datang ke rumah aku?	내가 도와줄 수. 우리 집에 와?	아꾸 비사 반뚜. 다땅 끄 루마 아꾸?		Saya boleh bantu. Datang ke rumah saya?	내가 도와줄 수.	사야 볼레 반뚜. 다땅 끄 루마 사야?	
l5_d09_t03	5	대화09	B	3	Ke rumah? Cafe juga bisa kan?	집? 카페도 되지?	끄 루마? 까페 주가 비사 깐?		Ke rumah? Cafe pun boleh kan?	집? 카페도?	끄 루마? 까페 뿐 볼레 깐?	
l5_d09_t04	5	대화09	A	4	Cafe ribut. Rumah lebih tenang.	카페 시끄러. 집이 차분.	까페 리붓. 루마 르비 뜨낭.	ribut = 시끄러운	Cafe bising. Rumah lebih tenang.	카페 시끄러.	까페 비싱. 루마 르비 뜨낭.	bising = 시끄러운 (말레이, ribut은 양쪽)
l5_d09_t05	5	대화09	B	5	Hmm... oke. Tapi pulang jam 8.	음... OK. 8시 귀가.	흠... 오께. 따삐 뿔랑 잠 들라빤.		Hmm... okay. Tapi balik pukul 8.	음... OK. 8시.	흠... 오케이. 따삐 발릭 뿌꿀 라빤.	
l5_d09_t06	5	대화09	A	6	Atau makan malam dulu?	저녁 먼저?	아따우 마깐 말람 둘루?	makan malam = 저녁	Atau makan malam dulu?	저녁 먼저?	아따우 마깐 말람 둘루?	makan malam = 저녁
l5_d09_t07	5	대화09	B	7	Kita kerja dulu, makan kemudian.	먼저 일, 그 다음 식사.	끼따 끄르자 둘루, 마깐 끄무디안.	kerja = 일	Kita kerja dulu, makan kemudian.	먼저 일.	끼따 끄르자 둘루, 마깐 끄무디안.	
l5_d09_t08	5	대화09	A	8	Aku masakin Korean bbq.	한국 BBQ 해줄게.	아꾸 마사낀 코리안 바비큐.	masakin = memasakkan 구어	Saya masakkan Korean bbq.	BBQ 해줄게.	사야 마삭깐 코리안 바비큐.	masakkan = 요리해주다 (말레이, masakin은 인니 구어)
l5_d09_t09	5	대화09	B	9	Wah Korean bbq! Aku belum pernah.	와! 못 먹어봤어.	와 코리안 바비큐! 아꾸 블룸 쁘르나.		Wah Korean bbq! Saya belum pernah.	와! 못 먹어봤어.	와 코리안 바비큐! 사야 블룸 쁘르나.	
l5_d09_t10	5	대화09	A	10	Datang jam 6, makan + lirik.	6시 와, 식사 + 가사.	다땅 잠 으남, 마깐 + 리릭.		Datang pukul 6, makan + lirik.	6시.	다땅 뿌꿀 으남, 마깐 + 리릭.	
l5_d09_t11	5	대화09	B	11	Deal! Bawa lyrics LE SSERAFIM.	OK! LE SSERAFIM 가사 가져갈게.	딜! 바와 리릭스 르 세라핌.		Deal! Bawa lyrics LE SSERAFIM.	OK!	딜! 바와 리릭스 르 세라핌.	
l5_d09_t12	5	대화09	A	12	Pakai dress yang cantik ya.	예쁜 드레스 입어.	빠까이 드레스 양 짠띡 야.		Pakai dress yang cantik ya.	예쁜 드레스.	빠까이 드레스 양 짠띡 야.	
l5_d10_t01	5	대화10	B	1	Drama Korea baru Lovely Runner bagus banget!	새 K-drama Lovely Runner 좋아!	드라마 꼬레아 바루 러블리 러너 바구스 방엣!		Drama Korea baru Lovely Runner bagus gila!	Lovely Runner 좋아!	드라마 꼬레아 바루 러블리 러너 바구스 길라!	
l5_d10_t02	5	대화10	A	2	Karakter cowonya gimana?	남주는?	까락떼르 쪼오냐 기마나?	karakter = 영어, cowo = 남자 (구어)	Karakter heronya macam mana?	남주는?	까락떼르 헤로냐 마짬 마나?	hero = 영어, karakter = 영어
l5_d10_t03	5	대화10	B	3	Byeon Wooseok! Tinggi, ganteng, romantis.	변우석! 키크고 잘생겼고 로맨틱.	변우석! 띵기, 간뜽, 로맨띠스.		Byeon Wooseok! Tinggi, kacak, romantik.	변우석! 키크고 잘생겼고.	변우석! 띵기, 까짝, 로맨띠스.	
l5_d10_t04	5	대화10	A	4	Aku juga bisa romantis loh.	나도 로맨틱할 수 있어.	아꾸 주가 비사 로맨띠스 로.		Saya pun boleh romantik la.	나도 로맨틱.	사야 뿐 볼레 로맨띠스 라.	
