row_id	course	dialogue_id	speaker	turn	id_target	id_ko	id_roman	id_note	ms_target	ms_ko	ms_roman	ms_note
l2_d17_t02	2	대화17	B	2	Alhamdulillah. Kamu udah makan?	알함둘릴라. 밥 먹었어?	알함둘릴라. 까무 우다 마깐?	Alhamdulillah = 신께 감사 (이슬람 일상어)	Alhamdulillah. Awak dah makan?	알함둘릴라. 밥 먹었어?	알함둘릴라. 아왁 다 마깐?	Alhamdulillah = 신께 감사 (말레이 무슬림 일상어)
l2_d17_t03	2	대화17	A	3	Udah Bu. Bapak gimana?	네. 아빠는?	우다 부. 바빡 기마나?	Bapak = 아버지/씨	Dah Mak. Bapa macam mana?	네. 아빠는?	다 막. 바빠 마짬 마나?	Bapa = 아빠 (말레이 표준), Pak = 외인 호칭
l2_d17_t04	2	대화17	B	4	Sehat. Mudik Lebaran kapan?	건강해. 라마단 귀향 언제?	셰핫. 무딕 르바란 까빤?	Lebaran = 라마단 끝 명절, mudik = 귀향	Sihat. Balik kampung Raya bila?	건강해. 명절 귀향 언제?	시핫. 발릭 깜뿡 라야 빌라?	Hari Raya = Aidilfitri, balik kampung = 귀향 (말레이 표준)
l2_d17_t05	2	대화17	A	5	Seminggu sebelum.	1주일 전.	스밍구 스블룸.		Seminggu sebelum.	1주일 전.	스밍구 스블룸.	
l2_d17_t06	2	대화17	B	6	Ibu masakin opor.	오뽀르 해놓을게.	이부 마사낀 오뽀르.	opor = 코코넛 닭요리 (Lebaran)	Mak masakkan rendang.	른당 해놓을게.	막 마삭깐 른당.	rendang = 코코넛 소고기 (말레이 Hari Raya 대표 음식)
l2_d17_t07	2	대화17	A	7	Sama ketupat ya?	크뚜팟이랑?	사마 끄뚜빳 야?	ketupat = 코코넛잎 떡 (Lebaran)	Dengan ketupat ya?	크뚜팟이랑?	등안 끄뚜빳 야?	ketupat = 코코넛잎 떡 (말레이/인니 공통)
l2_d17_t08	2	대화17	B	8	Pasti.	당연.	빠스띠.		Mestilah.	당연.	메스띨라.	mestilah = 당연 (말레이 구어)
l2_d17_t09	2	대화17	A	9	Aku kangen masakan Ibu.	엄마 음식 그리워.	아꾸 깡엔 마사깐 이부.	kangen = 그립다	Saya rindu masakan Mak.	엄마 음식 그리워.	사야 린두 마사깐 막.	rindu = 그립다 (말레이 표준, kangen은 인니)
l2_d17_t10	2	대화17	B	10	Jaga kesehatan.	건강 챙겨.	자가 끄셰하딴.		Jaga kesihatan.	건강 챙겨.	자가 끄시하딴.	
l2_d18_t01	2	대화18	A	1	Mas, satu nasi goreng.	오빠, 나시고렝 1개.	마스, 사뚜 나시 고렝.	Mas = 오빠 (자바어), nasi goreng = 인니 볶음밥	Encik, satu nasi goreng.	아저씨, 나시고렝 1개.	응찍, 사뚜 나시 고렝.	Encik = 남성 호칭 (말레이 격식)
l2_d18_t02	2	대화18	B	2	Pedas atau tidak?	맵게? 안 맵게?	쁘다스 아따우 띠닥?	pedas = 매운	Pedas atau tak?	맵게? 안 맵게?	쁘다스 아따우 딱?	pedas = 매운
l2_d18_t03	2	대화18	A	3	Sedang aja.	중간으로.	스당 아자.		Sederhana je.	중간으로.	스드르하나 즈.	je = 그냥/만 (말레이 구어, sahaja)
l2_d18_t04	2	대화18	B	4	Pakai telur?	계란?	빠까이 뜰루르?	telur = 계란	Dengan telur?	계란?	등안 뜰루르?	telur = 계란
l2_d18_t05	2	대화18	A	5	Pakai. Sama es teh.	넣어. 아이스티도.	빠까이. 사마 에스 떼.	es teh = 아이스티	Ya. Dengan teh ais.	응. 아이스티도.	야. 등안 떼 아이스.	teh ais = 아이스티 (말레이 어순: 명사+형용사)
l2_d18_t06	2	대화18	B	6	Tunggu 10 menit.	10분 기다려.	뚱구 스뿔루 므닛.		Tunggu 10 minit.	10분 기다려.	뚱구 스뿔루 미닛.	
l2_d18_t07	2	대화18	A	7	Berapa total?	얼마?	브라빠 또딸?		Berapa semua?	얼마?	브라빠 스무아?	
l2_d18_t08	2	대화18	B	8	25 ribu.	2만5천.	두아 뿔루 리마 리부.	ribu = 천	Lima belas ringgit.	15링깃.	리마 블라스 링깃.	ringgit = 말레이 통화 (RM, 1RM ≈ 320원)
l2_d18_t09	2	대화18	A	9	Bisa pakai QRIS?	QRIS 돼?	비사 빠까이 끄리스?	QRIS = 인니 QR 결제	Boleh guna DuitNow QR?	DuitNow QR 돼?	볼레 구나 둣나우 큐알?	DuitNow QR = 말레이 QR 결제 (BNM 주관)
l2_d18_t10	2	대화18	B	10	Bisa, ada di sana.	돼, 저기.	비사, 아다 디 사나.		Boleh, ada di sana.	돼, 저기.	볼레, 아다 디 사나.	
l3_d16_t01	3	대화16	A	1	Maaf, ini kursinya kosong?	실례, 여기 자리 비었어요?	마아프, 이니 꾸르시냐 꼬송?		Maaf, kerusi ini kosong?	실례, 이 자리 비었어요?	마앞, 끄루시 이니 꼬송?	kerusi = 의자 (말레이 표준, kursi는 인니)
l3_d16_t02	3	대화16	B	2	Kosong. Silakan.	비어있어요. 앉으세요.	꼬송. 실라깐.		Kosong. Sila duduk.	비어있어요. 앉으세요.	꼬송. 실라 두둑.	sila = 부디/하시지요 (말레이 격식)
l3_d16_t03	3	대화16	A	3	Saya Andi. Kuliah di mana?	안디예요. 어느 대학?	사야 안디. 꿀리아 디 마나?	kuliah = 대학	Saya Aiman. Belajar di mana?	아이만이에요. 어디 공부?	사야 아이만. 블라자르 디 마나?	belajar = 공부하다 (말레이 표준, kuliah도 사용)
l3_d16_t04	3	대화16	B	4	Sari, UI. Kamu?	사리, UI. 너는?	사리, 우이. 까무?	UI = Universitas Indonesia	Aina, UM. Awak?	아이나, UM. 너는?	아이나, 우엠. 아왁?	UM = Universiti Malaya (말레이 1위)
l3_d16_t05	3	대화16	A	5	ITB Bandung.	ITB 반둥.	이떼베 반둥.		USM Penang.	USM 페낭.	우에스엠 뻬낭.	USM = Universiti Sains Malaysia (페낭 과학명문)
l3_d16_t06	3	대화16	B	6	Mantap. Lagi liburan?	좋네. 방학이야?	만땁. 라기 리부란?	mantap = 좋다 (구어)	Best. Tengah cuti?	좋네. 방학이야?	베스. 뜨응아 쭈띠?	best = 좋다 (말레이 구어), cuti = 휴가/방학
l3_d16_t07	3	대화16	A	7	Iya, mau ke Bali besok.	응, 내일 발리 가.	이야, 마우 끄 발리 베속.		Ya, nak ke Langkawi esok.	응, 내일 랑까위.	야, 낙 끄 랑까위 에속.	esok = 내일 (말레이 표준, besok은 인니)
l3_d16_t08	3	대화16	B	8	Asyik. Sendirian?	좋겠다. 혼자?	아식. 슨디리안?		Best. Sorang?	좋겠다. 혼자?	베스. 소랑?	sorang = 혼자 (말레이 구어, seorang)
l3_d16_t09	3	대화16	A	9	Iya. Mau ikut?	응. 같이 갈래?	이야. 마우 이꿋?		Ya. Nak ikut?	응. 같이 갈래?	야. 낙 이꿋?	
l3_d16_t10	3	대화16	B	10	Berani amat. Kasih nomor dulu.	용감하네. 일단 번호 줘.	브라니 아맛. 까시 노모르 둘루.		Berani gila. Bagi nombor dulu.	용감하네. 일단 번호 줘.	브라니 길라. 바기 놈보르 둘루.	nombor = 번호 (말레이 철자, nomor는 인니)
l3_d17_t01	3	대화17	A	1	Bapak nggak setuju kamu pacaran sama Andi.	아빠가 안디랑 만나는 거 반대.	바빡 응각 스뚜주 까무 빠짜란 사마 안디.	pacaran = 사귀다	Bapa tak setuju awak couple dengan Aiman.	아빠가 아이만이랑 만나는 거 반대.	바빠 딱 스뚜주 아왁 코우플 등안 아이만.	couple = 사귀다 (말레이 영어 차용), bercinta는 격식
l3_d17_t02	3	대화17	B	2	Kenapa Pak?	왜 아빠?	끄나빠 빡?		Kenapa Bapa?	왜 아빠?	끄나빠 바빠?	
l3_d17_t03	3	대화17	A	3	Beda agama.	종교가 달라.	베다 아가마.	agama = 종교	Berbeza agama.	종교가 달라.	브르베자 아가마.	berbeza = 다르다 (말레이 표준, beda는 인니)
l3_d17_t04	3	대화17	B	4	Kami masih pacaran.	우린 아직 데이트야.	까미 마시 빠짜란.		Kami masih couple.	우린 아직 데이트야.	까미 마시 코우플.	
l3_d17_t05	3	대화17	A	5	Pacaran ujungnya nikah.	데이트가 결혼으로 가지.	빠짜란 우중냐 니까.	nikah = 결혼	Couple akhirnya kahwin.	데이트가 결혼으로 가지.	코우플 아키르냐 까위.	kahwin = 결혼 (말레이 표준), nikah는 종교적
l3_d17_t06	3	대화17	B	6	Kalau cinta gimana?	사랑하면?	깔라우 찐따 기마나?	cinta = 사랑	Kalau cinta macam mana?	사랑하면?	깔라우 찐따 마짬 마나?	cinta = 사랑
l3_d17_t07	3	대화17	A	7	Cinta nggak cukup di sini.	사랑만으로 안 돼.	찐따 응각 쭈꿉 디 시니.		Cinta tak cukup di sini.	사랑만으로 안 돼.	찐따 딱 쭈꿉 디 시니.	
l3_d17_t08	3	대화17	B	8	Aku berhak pilih sendiri.	내가 선택할 권리.	아꾸 브르학 삘리 슨디리.		Saya berhak pilih sendiri.	내가 선택할 권리.	사야 브르학 삘리 슨디리.	
l3_d17_t09	3	대화17	A	9	Bapak cuma mau yang terbaik.	아빠는 너 잘되길 바라는 거.	바빡 쭈마 마우 양 뜨르바익.		Bapa cuma nak yang terbaik.	아빠는 너 잘되길 바라는 거.	바빠 쭈마 낙 양 뜨르바익.	
l3_d17_t10	3	대화17	B	10	Beri kami kesempatan.	기회 주세요.	브리 까미 끄슴빠딴.		Beri kami peluang.	기회 주세요.	브리 까미 쁠루앙.	peluang = 기회 (말레이 표준, kesempatan은 인니)
l4_d16_t01	4	대화16	A	1	Bu, ini berapa?	아주머니, 이거 얼마예요?	부, 이니 브라빠?		Cik, ini berapa?	아주머니, 이거 얼마?	찍, 이니 브라빠?	Cik = 아가씨/아주머니 (말레이)
l4_d16_t02	4	대화16	B	2	300 ribu, Mister.	30만, Mister.	띠가 라뚜스 리부, 미스떠르.	Mister = 외국인 호칭	RM 150, Encik.	RM 150이에요.	알엠 스라뚜스 리마 뿔루, 응찍.	Encik = 남성 격식, RM = Ringgit Malaysia
l4_d16_t03	4	대화16	A	3	Mahal! 100 ribu ya.	비싸! 10만으로.	마할! 스라뚜스 리부 야.	mahal = 비싼	Mahal! RM 50 lah.	비싸! RM 50으로.	마할! 알엠 리마 뿔루 라.	mahal = 비싼
l4_d16_t04	4	대화16	B	4	Wah, rugi.	아이고, 손해.	와, 루기.	rugi = 손해	Wah, rugi.	아이고, 손해.	와, 루기.	rugi = 손해
l4_d16_t05	4	대화16	A	5	150 ribu terakhir.	15만 최종.	스라뚜스 리마 뿔루 리부 뜨라키르.		RM 80 terakhir.	RM 80 최종.	알엠 라빤 뿔루 뜨라키르.	
l4_d16_t06	4	대화16	B	6	Oke, ambil.	OK, 가져가.	오께, 암빌.		Okay, ambil.	오케, 가져가.	오케이, 암빌.	
l4_d16_t07	4	대화16	A	7	Bayar tunai?	현금?	바야르 뚜나이?	tunai = 현금	Bayar tunai?	현금?	바야르 뚜나이?	tunai = 현금
l4_d16_t08	4	대화16	B	8	Tunai aja, Mas.	현금만, 형.	뚜나이 아자, 마스.		Tunai je, Bang.	현금만, 형.	뚜나이 즈, 방.	Bang = abang 줄임 (오빠/형, 말레이 친근)
l4_d16_t09	4	대화16	A	9	Terima kasih, Bu.	감사해요, 아주머니.	뜨리마 까시, 부.		Terima kasih, Cik.	감사합니다, 아주머니.	뜨리마 까시, 찍.	
l4_d16_t10	4	대화16	B	10	Sama-sama. Hati-hati.	천만에. 조심.	사마 사마. 하띠 하띠.		Sama-sama. Hati-hati.	천만에. 조심.	사마 사마. 하띠 하띠.	
l4_d17_t01	4	대화17	A	1	Pak, Pantai Kuta ya.	쿠타 비치요.	빡, 빤따이 꾸따 야.	pantai = 해변	Bang, Pantai Cenang ya.	형, 빤따이 쯔낭이요.	방, 빤따이 쯔낭 야.	pantai = 해변, Cenang = 랑까위 유명 비치
l4_d17_t02	4	대화17	B	2	Naik aja, Mas.	타세요.	나익 아자, 마스.		Naik je, Bang.	타세요.	나익 즈, 방.	
l4_d17_t03	4	대화17	A	3	Macet?	막혀요?	마쩻?		Jam?	막혀요?	잠?	
l4_d17_t04	4	대화17	B	4	Sore selalu macet.	저녁엔 늘 막혀.	소레 슬랄루 마쩻.		Petang selalu jam.	저녁엔 늘 막혀.	쁘땅 슬랄루 잠.	petang = 오후/저녁 (말레이, sore는 인니)
l4_d17_t05	4	대화17	A	5	Berapa lama?	얼마나?	브라빠 라마?		Berapa lama?	얼마나?	브라빠 라마?	
l4_d17_t06	4	대화17	B	6	30 menit kalau lancar.	뚫리면 30분.	띠가 뿔루 므닛 깔라우 란짜르.	lancar = 매끄러운	30 minit kalau lancar.	뚫리면 30분.	띠가 뿔루 미닛 깔라우 란짜르.	lancar = 매끄러운
l4_d17_t07	4	대화17	B	7	Pertama kali ke Bali?	발리 처음?	쁘르따마 깔리 끄 발리?		Pertama kali ke Langkawi?	랑까위 처음?	쁘르따마 깔리 끄 랑까위?	
l4_d17_t08	4	대화17	A	8	Iya. Saya dari Korea.	응. 한국에서.	이야. 사야 다리 꼬레아.		Ya. Saya dari Korea.	응. 한국에서.	야. 사야 다리 꼬레아.	
l4_d17_t09	4	대화17	B	9	Korea! K-pop ya.	한국! K-팝!	꼬레아! 께뽑 야.		Korea! K-pop ya.	한국! K-팝!	꼬레아! 께뽑 야.	
l4_d17_t10	4	대화17	A	10	Iya, banyak fans di sini.	응, 여기 팬 많아.	이야, 바냑 팬스 디 시니.		Ya, ramai peminat di sini.	응, 여기 팬 많아.	야, 라마이 쁘미낫 디 시니.	ramai = (사람이) 많다, peminat = 팬 (말레이 표준)
l4_d18_t01	4	대화18	A	1	Halo Sari, sudah balik Korea.	안녕 사리, 한국 돌아왔어.	할로 사리, 수다 발릭 꼬레아.		Helo Aina, dah balik Korea.	안녕 아이나, 한국 돌아왔어.	헬로 아이나, 다 발릭 꼬레아.	
l4_d18_t02	4	대화18	B	2	Kupikir kamu nggak akan chat.	연락 안 할 줄.	꾸삐끼르 까무 응각 아깐 챗.		Saya ingat awak takkan chat.	연락 안 할 줄.	사야 잉앗 아왁 딱깐 챗.	ingat = 생각하다 (말레이), takkan = tidak akan
l4_d18_t03	4	대화18	A	3	Aku juga pikir kamu begitu.	나도 너 그럴 줄.	아꾸 주가 삐끼르 까무 브기뚜.		Saya pun fikir awak macam tu.	나도 너 그럴 줄.	사야 뿐 피끼르 아왁 마짬 뚜.	fikir = 생각하다 (말레이 철자, pikir는 인니)
l4_d18_t04	4	대화18	B	4	Tetap kontakan ya?	연락하고 지내?	뜨땁 꼰딱깐 야?		Tetap berhubung ya?	연락하고 지내?	뜨땁 브르후붕 야?	berhubung = 연락 (말레이 표준)
l4_d18_t05	4	대화18	A	5	Pasti.	당연.	빠스띠.		Mestilah.	당연.	메스띨라.	
l4_d18_t06	4	대화18	B	6	Bali kangen kamu.	발리가 그리워해.	발리 깡엔 까무.		Langkawi rindu awak.	랑까위가 그리워해.	랑까위 린두 아왁.	
l4_d18_t07	4	대화18	A	7	Aku juga.	나도.	아꾸 주가.		Saya pun.	나도.	사야 뿐.	
l4_d18_t08	4	대화18	B	8	Datang lagi ya.	또 와.	다땅 라기 야.		Datang lagi ya.	또 와.	다땅 라기 야.	
l4_d18_t09	4	대화18	A	9	Atau kamu ke Korea.	아님 너 한국 와.	아따우 까무 끄 꼬레아.		Atau awak ke Korea.	아님 너 한국 와.	아따우 아왁 끄 꼬레아.	
l4_d18_t10	4	대화18	B	10	Boleh juga.	가능.	볼레 주가.		Boleh juga.	가능.	볼레 주가.	
l6_d16_t01	6	대화16	A	1	Kamu nginep?	잘 거야?	까무 응이넙?	nginep = 자다 (구어)	Awak nak tidur sini?	여기서 잘 거야?	아왁 낙 띠두르 시니?	tidur sini = 자다 (말레이 표준), nginep는 인니 구어
l6_d16_t02	6	대화16	B	2	Kalau kamu mau.	원하면.	깔라우 까무 마우.		Kalau awak nak.	원하면.	깔라우 아왁 낙.	
l6_d16_t03	6	대화16	A	3	Mau.	원해.	마우.		Nak.	원해.	낙.	
l6_d16_t04	6	대화16	B	4	Kondom ada?	콘돔 있어?	꼰돔 아다?		Kondom ada?	콘돔 있어?	꼰돔 아다?	
l6_d16_t05	6	대화16	A	5	Ada di laci.	서랍에.	아다 디 라찌.	laci = 서랍	Ada dalam laci.	서랍에.	아다 달람 라찌.	laci = 서랍
l6_d16_t06	6	대화16	B	6	Pelan-pelan ya.	천천히.	쁠란 쁠란 야.		Perlahan-lahan ya.	천천히.	쁘를라한 라한 야.	perlahan-lahan = 천천히 (말레이 표준, pelan-pelan은 인니)
l6_d16_t07	6	대화16	A	7	Sesuai kamu.	니 페이스.	스수아이 까무.		Ikut awak.	니 페이스.	이꿋 아왁.	
l6_d16_t08	6	대화16	B	8	Makasih udah ngerti.	이해해줘 고마워.	마까시 우다 응으르띠.		Terima kasih dah faham.	이해해줘 고마워.	뜨리마 까시 다 파함.	faham = 이해하다 (말레이 표준, ngerti는 인니 구어)
l6_d16_t09	6	대화16	A	9	Wajar.	당연.	와자르.		Patutnya.	당연.	빠뚯냐.	patutnya = 당연 (말레이)
l6_d16_t10	6	대화16	B	10	Sini.	와.	시니.		Sini.	와.	시니.	
l6_d17_t01	6	대화17	A	1	Aku nggak bisa menikah beda agama.	다른 종교 결혼 못 해.	아꾸 응각 비사 므니까 베다 아가마.		Saya tak boleh kahwin beza agama.	다른 종교 결혼 못 해.	사야 딱 볼레 까위 베자 아가마.	kahwin = 결혼, beza = 다르다
l6_d17_t02	6	대화17	B	2	Aku bisa pindah agama.	내가 개종할게.	아꾸 비사 삔다 아가마.	pindah agama = 개종	Saya boleh masuk agama.	내가 개종할게.	사야 볼레 마숙 아가마.	masuk agama = 개종 (말레이는 보통 무슬림 개종 의미)
l6_d17_t03	6	대화17	A	3	Itu pilihan kamu, bukan paksaan.	강요 아닌 선택이어야지.	이뚜 삘리한 까무, 부깐 빡사안.		Itu pilihan awak, bukan paksaan.	강요 아닌 선택이어야지.	이뚜 삘리한 아왁, 부깐 빡사안.	
l6_d17_t04	6	대화17	B	4	Aku rela demi kamu.	너 위해 기꺼이.	아꾸 를라 드미 까무.	rela = 기꺼이	Saya sanggup demi awak.	너 위해 기꺼이.	사야 상굽 드미 아왁.	sanggup = 기꺼이 (말레이 표준, rela는 인니)
l6_d17_t05	6	대화17	A	5	Itu berat, jangan terburu-buru.	쉽지 않아, 서두르지 마.	이뚜 브랏, 장안 뜨르부루 부루.		Itu berat, jangan tergesa-gesa.	쉽지 않아, 서두르지 마.	이뚜 브랏, 장안 뜨르그사 그사.	tergesa-gesa = 서두르다 (말레이 표준)
l6_d17_t06	6	대화17	B	6	Aku sudah mikir matang.	충분히 생각했어.	아꾸 수다 미끼르 마땅.	matang = 성숙한	Saya dah fikir masak-masak.	충분히 생각했어.	사야 다 피끼르 마삭 마삭.	masak-masak = 충분히 (말레이 idiom, 익은-익은)
l6_d17_t07	6	대화17	A	7	Keluargamu tahu?	가족은?	끌루아르가무 따후?		Keluarga awak tahu?	가족은?	끌루아르가 아왁 따후?	
l6_d17_t08	6	대화17	B	8	Belum. Mereka pasti shock.	아직. 충격 받을 거야.	블룸. 므레까 빠스띠 쇽.		Belum. Mereka mesti terkejut.	아직. 충격 받을 거야.	블룸. 므레까 메스띠 뜨르끄줏.	terkejut = 놀라다/충격 (말레이 표준)
l6_d17_t09	6	대화17	A	9	Bicara dulu sama mereka.	먼저 얘기해봐.	비짜라 둘루 사마 므레까.		Cakap dulu dengan mereka.	먼저 얘기해봐.	짜깝 둘루 등안 므레까.	cakap = 말하다 (말레이 표준, bicara는 인니)
l6_d17_t10	6	대화17	B	10	Akhir minggu aku coba.	주말에 시도.	아키르 밍구 아꾸 쪼바.		Hujung minggu saya cuba.	주말에 시도.	후중 밍구 사야 쭈바.	hujung minggu = 주말 (말레이 표준, akhir minggu는 인니)
l6_d18_t01	6	대화18	A	1	Sebelum nikah, kamu harus pindah agama.	결혼 전에 너 개종해야 해.	스블룸 니까, 까무 하루스 삔다 아가마.	pindah agama = 개종	Sebelum kahwin, awak kena masuk agama.	결혼 전에 너 개종해야 해.	스블룸 까위, 아왁 끄나 마숙 아가마.	kena = 해야 한다 (말레이 구어, harus)
l6_d18_t02	6	대화18	B	2	Aku nggak bisa.	못 해.	아꾸 응각 비사.		Saya tak boleh.	못 해.	사야 딱 볼레.	
l6_d18_t03	6	대화18	A	3	Kenapa? Demi kita.	왜? 우리를 위해.	끄나빠? 드미 끼따.		Kenapa? Demi kita.	왜? 우리를 위해.	끄나빠? 드미 끼따.	
l6_d18_t04	6	대화18	B	4	Iman bukan barang tukar.	믿음은 거래 아니야.	이만 부깐 바랑 뚜까르.	iman = 신앙 (이슬람·기독교 공통)	Iman bukan barang tukar.	믿음은 거래 아니야.	이만 부깐 바랑 뚜까르.	iman = 신앙 (말레이 무슬림 정체성 핵심)
l6_d18_t05	6	대화18	A	5	Keluargaku nggak akan terima.	우리 가족 안 받아들여.	끌루아르가꾸 응각 아깐 뜨리마.	terima = 받아들이다	Keluarga saya takkan terima.	우리 가족 안 받아들여.	끌루아르가 사야 딱깐 뜨리마.	terima = 받아들이다
l6_d18_t06	6	대화18	B	6	Aku ngerti, tapi aku tetap aku.	이해해, 그래도 나는 나야.	아꾸 응으르띠, 따삐 아꾸 뜨땁 아꾸.	tetap = 여전히	Saya faham, tapi saya tetap saya.	이해해, 그래도 나는 나야.	사야 파함, 따삐 사야 뜨땁 사야.	faham = 이해하다 (말레이), tetap = 여전히
l6_d18_t07	6	대화18	A	7	Jadi gimana?	그럼 어떡해?	자디 기마나?		Jadi macam mana?	그럼 어떡해?	자디 마짬 마나?	
l6_d18_t08	6	대화18	B	8	Kita pikir cara lain.	다른 방법 생각해보자.	끼따 삐끼르 짜라 라인.	cara = 방법	Kita fikir cara lain.	다른 방법 생각해보자.	끼따 피끼르 짜라 라인.	cara = 방법
l6_d18_t09	6	대화18	A	9	Mungkin pisah lebih baik.	헤어지는 게 나을지도.	뭉낀 삐사 르비 바익.	pisah = 헤어지다	Mungkin berpisah lebih baik.	헤어지는 게 나을지도.	뭉낀 브르삐사 르비 바익.	berpisah = 헤어지다 (말레이 표준)
l6_d18_t10	6	대화18	B	10	Kalau itu pilihanmu, aku hormati.	그게 네 선택이면 존중해.	깔라우 이뚜 삘리한무, 아꾸 호르마띠.	hormati = 존중하다	Kalau itu pilihan awak, saya hormati.	그게 네 선택이면 존중해.	깔라우 이뚜 삘리한 아왁, 사야 호르마띠.	hormati = 존중하다
l6_d19_t01	6	대화19	A	1	Match Tinder kemarin udah minta foto KTP.	어제 매치가 신분증 사진 요구해.	마쯔 띤더르 끄마린 우다 민따 포또 까떼뻬.	KTP = Kartu Tanda Penduduk (인니 신분증)	Match Tinder semalam dah minta foto MyKad.	어제 매치가 MyKad 사진 요구해.	마쯔 띤더르 스말람 다 민따 포또 마이깟.	MyKad = 말레이 신분증 (Kad Pengenalan)
l6_d19_t02	6	대화19	B	2	Hapus aja. Itu scam.	지워. 그건 사기야.	하뿌스 아자. 이뚜 스깸.	hapus = 지우다	Padam je. Itu scam.	지워. 사기야.	빠담 즈. 이뚜 스깸.	padam = 지우다 (말레이 표준, hapus는 인니)
l6_d19_t03	6	대화19	A	3	Tapi orangnya kayak baik.	근데 사람은 좋아 보였어.	따삐 오랑냐 까야 바익.	kayak = ~같이 (구어, seperti)	Tapi orangnya macam baik.	근데 사람은 좋아 보였어.	따삐 오랑냐 마짬 바익.	macam = ~같이 (말레이 표준, kayak/seperti)
l6_d19_t04	6	대화19	B	4	Foto profil cuma satu?	프사 하나만이야?	포또 프로필 쭈마 사뚜?		Foto profil cuma satu?	프사 하나만이야?	포또 프로필 쭈마 사뚜?	
l6_d19_t05	6	대화19	A	5	Iya, modelan.	응, 모델 같은.	이야, 모델란.	modelan = 모델 같은 (구어)	Ya, macam model.	응, 모델 같은.	야, 마짬 모델.	
l6_d19_t06	6	대화19	B	6	Pasti palsu. Reverse image search dulu.	가짜 확실. 역검색 해봐.	빠스띠 빨수. 리버스 이미지 서치 둘루.	palsu = 가짜	Mesti palsu. Carian gambar songsang dulu.	가짜 확실. 역검색 해봐.	메스띠 빨수. 짜리안 감바르 송상 둘루.	palsu = 가짜, songsang = 거꾸로 (말레이 표준)
l6_d19_t07	6	대화19	A	7	Cara gimana?	어떻게?	짜라 기마나?		Macam mana?	어떻게?	마짬 마나?	
l6_d19_t08	6	대화19	B	8	Google Lens, drag fotonya.	구글 렌즈에 사진 드래그.	구글 렌즈, 드래그 포또냐.		Google Lens, drag fotonya.	구글 렌즈에 사진 드래그.	구글 렌즈, 드래그 포또냐.	
l6_d19_t09	6	대화19	A	9	Eh, muncul akun lain pake foto sama.	어, 다른 계정도 같은 사진 써.	에, 문쭐 아꾼 라인 빠께 포또 사마.	muncul = 나타나다, pake = pakai 구어	Eh, muncul akaun lain guna foto sama.	어, 다른 계정도 같은 사진 써.	에, 문쭐 아까운 라인 구나 포또 사마.	akaun = 계정 (말레이 철자, akun은 인니), guna = 사용
l6_d19_t10	6	대화19	B	10	Block. Lain kali video call dulu.	차단. 다음엔 영상통화 먼저.	블록. 라인 깔리 비디오 콜 둘루.		Block. Lain kali video call dulu.	차단. 다음엔 영상통화.	블록. 라인 깔리 비디오 콜 둘루.	
